NKTRdate,NKTRnews,NKTRsource
07/07/14,"Technical Pulse on Pharma Stocks -- Research on Pfizer, Hospira, Endo Intl., and Nektar Therapeutics",PRN
07/04/14,"Appointments, Acquisitions, Study Results, and Technical Updates - Analyst Notes on Alere, AMRI, Anika Therapeutics, Nektar and Sangamo",PRN
06/19/14,Data Published in the New England Journal of Medicine Demonstrate that Naloxegol Improved Opioid-Induced Constipation in Chronic Pain Patients,PRN
06/18/14,Nektar Therapeutics(NKTR-US) Schedules Piper Jaffray Catalyst Symposium for 8-July-2014,FCSTTS
06/12/14,US FDA ADVISORY COMMITTEE RECOMMENDS NO CARDIOVASCULAR OUTCOMES TRIAL FOR PERIPHERALLY-ACTING MU-OPIOID RECEPTOR ANTAGONIST (PAMORA) CLASS INCLUDING MOVANTIK,PRN
06/11/14,Nektar Therapeutics Stock Trading Halted Today; FDA Advisory Committee to Discuss Peripherally-Acting Opioid Receptor Antagonists,PRN
06/01/14,"Nektar Presents Positive Preclinical Data for NKTR-214, a Novel Cancer Immunotherapy, at 50th ASCO Meeting",PRN
05/31/14,Positive Data from Phase 2 Trial of NKTR-102 in Patients with Avastin¬-Refractory High-Grade Glioma Presented at 50th ASCO Meeting,PRN
05/19/14,"Nektar Appoints Ivan Gergel, M.D. as Senior Vice President, Drug Development & Chief Medical Officer",PRN
05/16/14,Nektar Therapeutics To Present at the UBS 2014 Global Healthcare Conference in New York City,PRN
05/07/14,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract Number: 3082 for 1-June-2014 9:00 AM ET,FCSTTS
05/07/14,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract Number: 2096 for 31-May-2014 2:15 PM ET,FCSTTS
05/07/14,Nektar Therapeutics Reports Financial Results for the First Quarter of 2014,PRN
05/06/14,Nektar Therapeutics(NKTR-US) Schedules Annual General Meeting for 25-June-2014,FCSTTS
05/01/14,Nektar Therapeutics(NKTR-US) Schedules Q1 2014 Earnings Call for 7-May-2014 5:00 PM ET,FCSTTS
05/01/14,Nektar Therapeutics(NKTR-US) Schedules Q1 2014 Earnings Release for 7-May-2014 After Market Hours ET,FCSTTS
05/01/14,"Nektar to Announce Financial Results for the First Quarter 2014 on Wednesday, May 7, 2014, After Close of U.S.-Based Financial Markets",PRN
05/01/14,Nektar Therapeutics(NKTR-US) Schedules UBS Global Healthcare Conference for 20-May-2014 2:30 PM ET,FCSTTS
04/09/14,Nektar Reports Positive Preclinical Data for Two Oncology Programs at 2014 AACR,PRN
03/04/14,Nektar Therapeutics(NKTR-US) Schedules ROTH Capital Partners Conference for 10-March-2014 2:30 PM ET,FCSTTS
02/26/14,Nektar Therapeutics Reports Fourth Quarter and Year-End 2013 Financial Results,PRN
02/19/14,Nektar Therapeutics(NKTR-US) Schedules Q4 2013 Earnings Call for 26-February-2014 5:00 PM ET,FCSTTS
02/19/14,Nektar Therapeutics(NKTR-US) Schedules Q4 2013 Earnings Release for 26-February-2014 After Market Hours ET,FCSTTS
02/19/14,"Nektar to Announce Financial Results for the Fourth Quarter and Year-End of 2013 on Wednesday, February 26, 2014, After Close of U.S.-Based Financial Markets",PRN
01/22/14,Nektar Therapeutics Prices Public Offering of Common Stock,PRN
01/21/14,"Nektar Therapeutics Announces Public Offering of 8,500,000 Shares of Common Stock",PRN
01/18/14,Nektar Presents Positive Clinical Data from a Phase 1 Study of Etirinotecan Pegol (NKTR-102) in Combination with 5-Flourouracil/Leucovorin at the 2014 Gastrointestinal Cancers Symposium,PRN
01/16/14,"Market Technicals Simplified: Inovio Pharma, Sequenom, Nektar Therapeutics, and Discovery Laboratories",PRN
01/14/14,Etirinotecan Pegol (NKTR-102) Passes Interim Efficacy Analysis for BEACON Pivotal Phase 3 Clinical Study in Patients with Metastatic Breast Cancer,PRN
01/14/14,"First Subjects Dosed in Phase 1 Clinical Study of NKTR-171, A New Peripherally-Restricted Sodium Channel Blocker to Treat Neuropathic Pain",PRN
01/08/14,Nektar Therapeutics(NKTR-US) Schedules J.P. Morgan Healthcare Conference for 14-January-2014 1:00 PM ET,FCSTTS
01/08/14,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 32nd Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/25/13,"Addition to Indices, and Stock Price Movements - Research Report on ACADIA Pharmaceuticals, InterMune, Tandem Diabetes Care, Nektar Therapeutics and Greatbatch",PRN
12/17/13,"AAAResearchReports.com Pre-Market Technical Analysis: Inovio Pharma, Sequenom, Nektar Therapeutics, and Discovery Laboratories",PRN
11/28/13,"New Research Arrangements, Investor Conference Schedules, Reimbursement Agreements, and NDA Acceptances - Research Report on Quintiles, Insys, HeartWare, Given Imaging, and Nektar",PRN
11/20/13,"Financing, Special Reports, and Clinical Trial Updates - Research Report on PDL, DexCom, Quintiles, KYTHERA, and Nektar",PRN
11/19/13,"Morning Research: Inovio Pharma Inc., Sequenom Inc., Nektar Therapeutics, and Discovery Laboratories Inc.",PRN
11/19/13,New Drug Application For Naloxegol Accepted By United States Food And Drug Administration,PRN
11/13/13,"Baxter Completes Enrollment In Phase III Clinical Trial Of BAX 855, Extended Half-life Recombinant FVIII For Hemophilia A",PRN
11/12/13,"Updates on Clinical Studies and Milestone Revenues - Research Report on Cyberonics, West, Nektar, OraSure, and Akorn",PRN
11/07/13,Nektar Therapeutics Reports Financial Results for the Third Quarter of 2013,PRN
10/30/13,Nektar Therapeutics(NKTR-US) Schedules Q3 2013 Earnings Call for 7-November-2013 5:00 PM ET,FCSTEV
10/30/13,Nektar Therapeutics(NKTR-US) Schedules Q3 2013 Earnings Release for 7-November-2013 After Market Hours ET,FCSTEV
10/30/13,"Nektar to Announce Financial Results for the Third Quarter of 2013 on Thursday, November 7, 2013, After Close of U.S.-Based Financial Markets",PRN
10/28/13,"Today's Research: Inovio Pharmaceuticals Inc., Sequenom Inc., Nektar Therapeutics, and Discovery Laboratories Inc.",PRN
10/24/13,Nektar and Roswell Park Cancer Institute Announce Initiation of Investigator-Sponsored Trial Evaluating Etirinotecan Pegol (NKTR-102) as a Second-Line Treatment in Patients with Relapsed or Refractory Small Cell Lung Cancer (SCLC),PRN
10/16/13,"Dividend Announcements, Earnings Release Scheduled, and Data Presentations from Clinical Studies - Research Report on Questcor, Regeneron, NPS, Incyte, and Nektar",PRN
10/08/13,Nektar Reports on Advancements with Clinical Pipeline and Introduces New Preclinical Candidates at Investor and Analyst R&D Day,PRN
10/07/13,"Regulatory Approvals, Public Offerings and Clinical Trial Results - Research Report on Theravance, Synageva, Nektar, Clovis Oncology, and ImmunoGen",PRN
10/03/13,Nektar Therapeutics(NKTR-US) Schedules R&D Day for 8-October-2013 11:30 AM ET,FCSTEV
10/02/13,Nektar to Host Investor and Analyst R&D Day in New York City,PRN
10/02/13,"Presentation on Research Findings, Recognitions, Clinical Trial Results, and Orphan Drug Designations - Research Report on Celgene, Biogen Idec, Amgen, Nektar, and Zalicus",PRN
09/30/13,Nektar Reports that Partner AstraZeneca Announced European Medicines Agency Acceptance of Marketing Authorisation Application for Naloxegol,PRN
09/26/13,Nektar Therapeutics(NKTR-US) Schedules Phase 2 NKTR-181 Study Results Call for 26-September-2013 4:30 PM ET,FCSTEV
09/26/13,Nektar Announces Preliminary Topline Results from Phase 2 Efficacy Study for NKTR-181 in Chronic Pain Patients with Osteoarthritis of the Knee,PRN
08/15/13,"Pharma Companies Announce Investments in R&D, Ongoing Clinical Trials and Financial Results - Research Report on Alnylam, Infinity, Nektar, Sequenom, and Merrimack",PRN
08/12/13,"Wall Street Fundamentals Releases New In-Depth Stock Reports on DNDN, GERN, NKTR and NPSP",NEWS_ACW
08/08/13,Nektar Therapeutics(NKTR-US) Schedules European Cancer Congress Conference for 30-September-2013 8:00 AM ET,FCSTEV
08/08/13,Nektar Therapeutics(NKTR-US) Schedules American Chemical Society Meeting for 8-September-2013 7:00 PM ET,FCSTEV
08/08/13,Nektar Therapeutics Reports Financial Results for the Second Quarter of 2013,PRN
08/01/13,Nektar Therapeutics(NKTR-US) Schedules Q2 2013 Earnings Call for 8-August-2013 5:00 PM ET,FCSTEV
08/01/13,Nektar Therapeutics(NKTR-US) Schedules Q2 2013 Earnings Release for 8-August-2013 After Market Hours ET,FCSTEV
08/01/13,"Nektar to Announce Financial Results for the Second Quarter of 2013 on Thursday, August 8, 2013, After Close of U.S.-Based Financial Markets",PRN
07/30/13,Nektar Completes Enrollment in Phase 3 BEACON Study of Etirinotecan Pegol in Women With Metastatic Breast Cancer,PRN
06/19/13,Nektar Therapeutics(NKTR-US) Schedules NKTR-181 Study Results Call for 19-June-2013 1:00 PM ET,FCSTEV
06/19/13,"Nektar Therapeutics Presents Positive Data from Human Abuse Liability Study for NKTR-181, a First-in-Class Investigational Opioid to Treat Chronic Pain, at 2013 Annual Meeting of The College on Problems of Drug Dependence",PRN
06/03/13,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Annual Meeting - Abstract # 3060 for 3-June-2013 9:00 AM ET,FCSTEV
06/03/13,"Nektar Presents Positive Preclinical Data for NKTR-214, a Novel Cancer Immunotherapy, At the 2013 American Society of Clinical Oncology Annual Meeting",PRN
06/01/13,Nektar Presents Target-Specific Biomarkers Being Assessed in Ongoing Phase 3 BEACON Study of Etirinotecan Pegol for the Treatment of Metastatic Breast Cancer at the 2013 American Society of Clinical Oncology Annual Meeting,PRN
05/31/13,Nektar Therapeutics(NKTR-US) Schedules Jefferies Global Healthcare Conference for 4-June-2013 9:00 AM ET,FCSTEV
05/30/13,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the Jefferies 2013 Global Healthcare Conference in New York City",PRN
05/21/13,Results from Phase III Studies of Naloxegol for Treatment of Opioid-Induced Constipation Presented at Digestive Disease Week 2013,BW
05/16/13,Nektar Therapeutics(NKTR-US) Schedules UBS Global Healthcare Conference for 21-May-2013 10:00 AM ET,FCSTEV
05/16/13,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 2013 UBS Global Healthcare Conference in New York City",PRN
05/10/13,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Annual Meeting - Abstract Number: 1087 for 1-June-2013 2:15 PM ET,FCSTEV
05/09/13,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Annual Meeting - Abstract Number: 3060 for 1-June-2013 9:00 AM ET,FCSTEV
05/09/13,Nektar Therapeutics Reports Financial Results for the First Quarter of 2013,PRN
05/02/13,Nektar Therapeutics(NKTR-US) Schedules Q1 2013 Earnings Release for 9-May-2013 After Market Hours ET,FCSTEV
05/02/13,Nektar Therapeutics(NKTR-US) Schedules Q1 2013 Earnings Call for 9-May-2013 5:00 PM ET,FCSTEV
05/02/13,"Nektar to Announce Financial Results for the First Quarter of 2013 on Thursday, May 9, 2013, After Close of U.S.-Based Financial Markets",PRN
04/29/13,Technical Stock Breakout Watch: Nektar Therapeutics (NKTR),NEWS_ACW
04/17/13,"Critical Alerts For Intel, Delta, Southern Copper, Lam Research, and Nektar Therapeutics Released By InvestorsObserver",PRN
04/16/13,Bayer Initiates Phase III Trial of Investigational Inhaled Amikacin Solution (BAY41-6551T) in Mechanically Ventilated Patients with Gram-negative Pneumonia,PRN
04/07/13,"Positive Preclinical Data for NKTR-214, an Investigational Cancer Immunotherapy Targeting the IL-2 Receptor Complex, Presented at AACR Annual Meeting 2013",PRN
03/19/13,New Programs Designed to Speed up Approval Process a Key Factor in Biotech Industry's Growth in 2012,INW
03/08/13,"Pushing Pipelines Forward for Long-Term Success - Research Report on Vertex, Santarus, Arena Pharmaceuticals, Seattle Genetics and Nektar Therapeutics",PRN
03/05/13,Nektar Therapeutics(NKTR-US) Schedules ROTH Capital Partners Growth Stock Conference for 19-March-2013 3:30 PM ET,FCSTEV
03/05/13,Nektar Therapeutics(NKTR-US) Schedules American Pain Society Scientific Meeting for 9-May-2013 9:30 AM ET,FCSTEV
03/04/13,Nektar Therapeutics(NKTR-US) Schedules American Association for Cancer Research Meeting - Abstract #2475 for 9-April-2013 8:00 AM ET,FCSTEV
03/04/13,Nektar Therapeutics(NKTR-US) Schedules American Association for Cancer Research Meeting - Abstract #482 for 7-April-2013 1:00 PM ET,FCSTEV
03/02/13,Nektar Therapeutics(NKTR-US) Schedules Cowen & Company Healthcare Conference for 5-March-2013 8:00 AM ET,FCSTEV
03/01/13,Nektar Therapeutics to Present at the 33rd Annual Cowen and Company Healthcare Conference in Boston,PRN
02/28/13,Nektar Therapeutics Reports Fourth Quarter and Year-End 2012 Financial Results,PRN
02/26/13,AstraZeneca Announces Results From Long-Term Safety Trial Of Naloxegol In Patients With Opioid-Induced Constipation,PRN
02/13/13,Nektar Therapeutics(NKTR-US) Schedules Q4 2012 Earnings Call for 28-February-2013 5:00 PM ET,FCSTEV
02/13/13,Nektar Therapeutics(NKTR-US) Schedules Q4 2012 Earnings Release for 28-February-2013 After Market Hours ET,FCSTEV
02/13/13,"Nektar to Announce Financial Results for the Fourth Quarter and Year-End of 2012 On Thursday, February 28, 2013, After Close of U.S.-Based Financial Markets",PRN
02/07/13,Number of FDA Drug Approvals Reach a 15-Year High in 2012,INW
02/05/13,Nektar Announces Initiation of Investigator-Initiated Trial Evaluating Etirinotecan Pegol (NKTR-102) as a Third-Line Treatment in Patients with Metastatic and Recurrent Non-Small Cell Lung Cancer (NSCLC),PRN
01/23/13,"The Real Story Behind AMBS, ARNA, NKTR and URS",INW
01/16/13,Record Levels of Available Cash and Moderate R&D Development Will See Big Pharma M&A Activity Increase in 2013,INW
01/10/13,"Our Pros Knew HMSY, NKTR, TTM and HSP Would Be Top Gainers on Wednesday ",INW
01/10/13,"The Real Story Behind NUVA, NKTR, HOLX and VOLC ",INW
01/04/13,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the 31st Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
12/20/12,Nektar Therapeutics(NKTR-US) Schedules JP Morgan Healthcare Conference for 9-January-2013 11:30 AM ET,FCSTEV
11/15/12,"Research Reports on Top Stocks: Verizon, Nokia, CYS Investments, Prospect Capital, Huntington Bancshares, and Nektar Therapeutics",PRN
11/13/12,"Free Research Reports on ARRY, CECO, GILD and NKTR Issued by the Bedford Report ",INW
11/12/12,Nektar Therapeutics(NKTR-US) Schedules Jefferies Global Healthcare Conference for 14-November-2012 6:20 AM ET,FCSTEV
11/12/12,AstraZeneca Announces Top-line Phase III Results from Naloxegol Pivotal Trials In Patients With Opioid-Induced Constipation,PRN
11/12/12,Nektar Therapeutics(NKTR-US) Schedules Naloxegol Pivotal Phase III Trial Results Call for 12-November-2012 8:15 AM ET,FCSTEV
11/11/12,Nektar To Host Conference Call To Discuss The Positive Phase 3 Clinical Results For Naloxegol,PRN
11/07/12,Nektar Announces that FDA Grants Fast Track Designation to Etirinotecan Pegol (NKTR-102) for the Treatment of Metastatic Breast Cancer,PRN
11/06/12,Nektar Therapeutics(NKTR-US) Schedules Q3 2012 Earnings Release for 13-November-2012 After Market Hours ET,FCSTEV
11/06/12,"Nektar to Announce Financial Results for the Third Quarter of 2012 On Tuesday, November 13, 2012, After Close of U.S.-Based Financial Markets",PRN
10/15/12,"Nektar Presents Positive Preclinical Data for NKTR-171, A Novel Sodium Channel Blocker to Treat Neuropathic Pain, at 41st Annual Meeting of the Society for Neuroscience",PRN
10/01/12,GreeneStone Muskoka Once Again Featured on Intervention Canada,BW
09/18/12,"NKTR-192, A New Short-Acting Mu-Opioid Analgesic Molecule, Achieves Desired Pharmacokinetic Profile in First Phase 1a Clinical Study",PRN
09/13/12,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Sciences Conference for 19-September-2012 10:30 AM ET,FCSTEV
09/13/12,"Nektar Therapeutics' President and CEO, Howard W. Robin, To Present at the UBS 2012 Global Life Sciences Conference in New York City",PRN
08/09/12,Nektar Therapeutics Reports Financial Results for the Second Quarter of 2012,PRN
08/07/12,Nektar Announces Initiation of Investigator-Sponsored Trial Evaluating Etirinotecan Pegol (NKTR-102) in Patients with Bevacizumab (Avastin)-resistant High-Grade Glioma,PRN
08/02/12,Nektar Therapeutics(NKTR-US) Schedules Q2 2012 Earnings Call for 9-August-2012 5:00 PM ET,FCSTEV
08/02/12,Nektar Therapeutics(NKTR-US) Schedules Q2 2012 Earnings Release for 9-August-2012 After Market Hours ET,FCSTEV
08/02/12,"Nektar to Announce Financial Results for the Second Quarter of 2012 On Thursday, August 9, 2012, After Close of U.S.-Based Financial Markets",PRN
07/24/12,"Nektar Announces Start of Enrollment in Phase 2 Study of NKTR-181, a Novel Opioid Analgesic Molecule, for Treatment of Chronic Pain",PRN
07/10/12,Nektar Therapeutics Announces Private Placement of $125 Million of Senior Secured Notes Due in 2017,PRN
06/07/12,"Nektar Announces that FDA Grants Fast Track Designation to NKTR-181, a New Oral Opioid Analgesic Molecule, for the Treatment of Moderate to Severe Chronic Pain",PRN
05/30/12,Nektar Therapeutics(NKTR-US) Schedules Jefferies & Co Health Care Conference for 5-June-2012 11:30 AM ET,FCSTEV
05/30/12,Nektar Therapeutics' President and CEO Howard W. Robin to Present at the Jefferies 2012 Global Healthcare Conference in New York,PRN
05/24/12,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology (ASCO) Meeting - Abstract: #5048/18H for 3-June-2012 9:00 AM ET,FCSTEV
05/24/12,Nektar Therapeutics(NKTR-US) Schedules American Society of Oncology (ASCO) Meeting - Abstract # TPS1140/36A for 2-June-2012 9:00 AM ET,FCSTEV
05/18/12,Fitch Affirms RPI Finance Trust's Ratings at 'BBB-',BW
05/02/12,Nektar Therapeutics Reports Financial Results for the First Quarter of 2012,PRN
04/26/12,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Health Care Conference for 7-May-2012 4:50 PM ET,FCSTEV
04/25/12,Nektar Therapeutics(NKTR-US) Schedules Q1 2012 Earnings Call for 2-May-2012 5:00 PM ET,FCSTEV
04/25/12,Nektar Therapeutics(NKTR-US) Schedules Q1 2012 Earnings Release for 2-May-2012 After Market Hours ET,FCSTEV
04/25/12,"Nektar to Announce Financial Results for the First Quarter of 2012 on Wednesday, May 2, 2012, After Close of U.S.-Based Financial Markets",PRN
04/10/12,Nektar Therapeutics(NKTR-US) Schedules Investor and Analyst R&D Day for 16-April-2012 12:00 PM ET,FCSTEV
04/10/12,Nektar to Host Investor and Analyst R&D Day in New York City,PRN
04/02/12,"Nektar Doses First Subjects in Phase 1 Clinical Study Evaluating NKTR-192, a New Short-Acting Opioid Molecule for the Treatment of Acute Pain",PRN
03/28/12,Nektar Reports that Partner Affymax Has Announced FDA Approval of OMONTYS¬ (Peginesatide) Injection for the Treatment of Anemia Due to Chronic Kidney Disease in Adult Patients on Dialysis,PRN
03/20/12,Nektar Consolidates Research at Its State-of-the-Art R&D Center Located in San Francisco at Mission Bay,PRN
03/05/12,Nektar Therapeutics(NKTR-US) Schedules Cowen and Company Healthcare Conference for 6-March-2012 10:00 AM ET,FCSTEV
03/02/12,Nektar Therapeutics Announces Webcast of Presentation at the 32nd Annual Cowen and Company Healthcare Conference in Boston,PRN
03/01/12,"Top Stock Alerts for Day Traders: JDS Uniphase, Kinross Gold, PulteGroup, Nektar Therapeutics, and New Gold",PRN
02/29/12,Nektar Therapeutics Reports Fourth Quarter and Year-End 2011 Financial Results,PRN
02/29/12,Nektar Therapeutics Announces Agreement to Sell CIMZIA¬ and MIRCERA¬ Royalties to Royalty Pharma for $124 Million,PRN
02/27/12,Nektar Therapeutics(NKTR-US) Schedules Q4 2011 Earnings Call for 29-February-2012 5:00 PM ET,FCSTEV
02/27/12,"Nektar Presents Positive Proof-of-Concept Clinical Data for Its New Opioid Molecule, NKTR-181, at American Academy of Pain Medicine's 28th Annual Meeting",PRN
02/24/12,Nektar Therapeutics(NKTR-US) Schedules Q4 2011 Earnings Release for 29-February-2012 After Market Hours ET,FCSTEV
02/24/12,"Nektar to Announce Financial Results for the Fourth Quarter and Year-End of 2011 on Wednesday, February 29, 2012, After Close of U.S.-Based Financial Markets",PRN
01/13/12,"A Forward Look, the Year Ahead -- Featured Research on Achillion Pharmaceuticals, Inc. and Nektar Therapeutics ",INW
01/05/12,Baxter Initiates Phase I Clinical Trial of Longer-acting Recombinant FVIII Treatment for Hemophilia A,PRN
01/05/12,Baxter Initiates Phase I Clinical Trial of Longer-Acting Recombinant FVIII Treatment for Hemophilia A,BW
01/04/12,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the 30th Annual J.P. Morgan Healthcare Conference in San Francisco, CA",PRN
01/03/12,Nektar Therapeutics(NKTR-US) Schedules JPMorgan Healthcare Conference for 11-January-2012 11:30 AM ET,FCSTEV
12/13/11,"Nektar Announces Positive Clinical Data from Second Phase 1 Clinical Study of NKTR-181, a Novel Opioid Analgesic Molecule to Treat Chronic Pain",PRN
12/12/11,Nektar Therapeutics Initiates Phase 3 BEACON Trial of NKTR-102 in Women with Metastatic Breast Cancer,PRN
12/08/11,Nektar Reports Affymax Announced FDA Advisory Committee Voted in Favor of Benefit/Risk Profile for Peginesatide for Treatment of Anemia in Chronic Kidney Disease Patients on Dialysis,PRN
11/15/11,NKTR-102 Demonstrates Synergistic Anti-Tumor Activity in Combination with Pegylated Liposomal Doxorubicin in Platinum-Resistant Ovarian Cancer,PRN
11/14/11,Nektar Therapeutics(NKTR-US) Schedules AACR-NCI-EORTC International Conference for 15-November-2011 3:30 PM ET,FCSTEV
11/14/11,Positive Data for Nektar's New Mu-Opioid Analgesic Molecule to Treat Acute Pain Highlighted at Neuroscience 2011,PRN
11/02/11,Nektar Therapeutics Reports Third Quarter 2011 Financial Results,PRN
10/26/11,Nektar Therapeutics(NKTR-US) Schedules Q3 2011 Earnings Call for 2-November-2011 5:00 PM ET,FCSTEV
10/26/11,Nektar Therapeutics(NKTR-US) Schedules Q3 2011 Earnings Release for 2-November-2011 After Market Hours ET,FCSTEV
10/26/11,"Nektar to Announce Financial Results for the Third Quarter of 2011 on Wednesday, November 2, 2011, After Close of U.S.-Based Financial Markets",PRN
10/14/11,Nektar Therapeutics(NKTR-US) Schedules BioCentury Newsmakers in the Biotech Industry Conference for 21-October-2011 10:30 AM ET,FCSTEV
09/21/11,"Nektar Presents Positive Data for Novel Opioid Analgesic, NKTR-181, at the 2011 American Academy of Pain Management Annual Meeting",PRN
09/20/11,"Global Situation & Resulting Influences - Research Report on Achillion Pharmaceuticals, Inc. and Nektar Therapeutics ",INW
09/15/11,Nektar Therapeutics(NKTR-US) Schedules UBS Global Life Sciences Conference for 20-September-2011 10:00 AM ET,FCSTEV
09/14/11,"Nektar Therapeutics' President and CEO, Howard W. Robin, to Present at the UBS 2011 Global Life Sciences Conference in New York City",PRN
09/09/11,Positive Results from Phase 2 Clinical Study of NKTR-102 in Metastatic Breast Cancer Presented in Oral Session at the ASCO 2011 Breast Cancer Symposium,PRN
09/08/11,"Nektar Initiates Second Phase 1 Clinical Study Evaluating NKTR-181, A Novel Opioid Molecule, for Treatment of Chronic Pain",PRN
08/08/11,Nektar Therapeutics(NKTR-US) Schedules ASCO Breast Cancer Symposium - Abstract #269 for 9-September-2011,FCSTEV
08/04/11,Nektar Therapeutics Reports Second Quarter 2011 Financial Results,PRN
07/27/11,Nektar Therapeutics(NKTR-US) Schedules Q2 2011 Earnings Call for 4-August-2011 5:00 PM ET,FCSTEV
07/27/11,Nektar Therapeutics(NKTR-US) Schedules Q2 2011 Earnings Release for 4-August-2011 After Market Hours ET,FCSTEV
07/27/11,"Nektar to Announce Financial Results for the Second Quarter of 2011 on Thursday, August 4, 2011, After Close of U.S.-Based Financial Markets",PRN
07/25/11,TARIS Appoints Christopher Searcy as the Company's Chief Business Officer,BW
07/18/11,NKTR-102 Receives Positive Opinion From EMA COMP for Orphan Medicinal Product Designation in Ovarian Cancer,PRN
06/07/11,Data from Phase 1 Study of NKTR-181 Demonstrate Proof-of-Concept for Nektar's Novel Opioid Analgesic Candidate,PRN
06/05/11,NKTR-102 Shows High Response Rate and Sustained Duration of Response in Women with Platinum-Resistant/Refractory Ovarian Cancer Previously Treated with Doxil¬,PRN
06/04/11,NKTR-102 Demonstrates Sustained Clinical Benefit in 46% of Patients with Metastatic Breast Cancer in Data Presented at 2011 American Society of Clinical Oncology Annual Meeting,PRN
06/01/11,Nektar Therapeutics(NKTR-US) Schedules Jefferies & Co. Global Healthcare Conference for 7-June-2011 10:00 AM ET,FCSTEV
06/01/11,Nektar Therapeutics' President and CEO Howard W. Robin to Present at the Jefferies 2011 Global Healthcare Conference in New York,PRN
05/19/11,Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract #5047 for 5-June-2011 9:00 AM ET,FCSTEV
05/19/11,"Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract #2598, Poster Board: #8E for 6-June-2011 9:00 AM ET",FCSTEV
05/19/11,"Nektar Therapeutics(NKTR-US) Schedules American Society of Clinical Oncology Meeting - Abstract #1034, Poster Board #24 for 4-June-2011 3:00 PM ET",FCSTEV
05/19/11,Nektar Therapeutics(NKTR-US) Schedules Investor and Analyst Meeting for 6-June-2011 8:30 AM ET,FCSTEV
05/18/11,Nektar Announces New Phase 2 Data for NKTR-102 to Be Presented at 2011 ASCO Annual Meeting,PRN
04/27/11,Nektar Therapeutics Reports First Quarter 2011 Financial Results,PRN
04/22/11,Nektar Therapeutics(NKTR-US) Schedules Bank of America Merrill Lynch Health Care Conference for 12-May-2011 2:50 PM ET,FCSTEV
04/21/11,Nektar Therapeutics(NKTR-US) Schedules Deutsche Bank Health Care Conference for 2-May-2011 11:20 AM ET,FCSTEV
04/21/11,"FDA Grants Orphan Drug Designation for Nektar's Investigational Drug, NKTR-102, for Treatment of Women with Ovarian Cancer",PRN
04/18/11,Nektar Therapeutics(NKTR-US) Schedules Q1 2011 Earnings Release for 27-April-2011 After Market Hours ET,FCSTEV
04/18/11,Nektar Therapeutics(NKTR-US) Schedules Q1 2011 Earnings Call for 27-April-2011 5:00 PM ET,FCSTEV
04/18/11,"Nektar to Announce Financial Results for the First Quarter of 2011 on Wednesday, April 27, 2011, After Close of U.S.-Based Financial Markets",PRN
03/21/11,"Nektar Initiates Phase 1 Clinical Study Evaluating NKTR-181, A Novel Opioid Molecule, for Treatment of Pain",PRN
03/15/11,AstraZeneca Initiates Phase III Clinical Programme Evaluating NKTR-118 for Treatment of Opioid-Induced Constipation,PRN
03/01/11,Nektar Therapeutics Reports Fourth Quarter and Year End 2010 Financial Results,PRN
03/01/11,Nektar Therapeutics(NKTR-US) Schedules Cowen and Company Health Care Conference for 8-March-2011 11:00 AM ET,FCSTEV
03/01/11,Nektar Therapeutics' President and CEO Howard W. Robin to Present at the 31st Annual Cowen and Company Healthcare Conference in Boston,PRN
02/21/11,Nektar Therapeutics(NKTR-US) Schedules Barclays Capital Global Healthcare Conference for 17-March-2011 8:30 AM ET,FCSTEV
02/17/11,Nektar Therapeutics(NKTR-US) Schedules Q4 2010 Earnings Call for 1-March-2011 5:00 PM ET,FCSTEV
02/17/11,Nektar Therapeutics(NKTR-US) Schedules Q4 2010 Earnings Release for 1-March-2011 After Market Hours ET,FCSTEV
02/17/11,"Nektar to Announce Financial Results for the Fourth Quarter and Year-End of 2010 on Tuesday, March 1, 2011, After Close of U.S.-Based Financial Markets",PRN
01/24/11,Nektar Therapeutics Completes Public Offering of Common Stock,PRN
01/19/11,Nektar Therapeutics Prices Public Offering of Common Stock,PRN
01/18/11,Nektar Therapeutics Announces Proposed Public Offering of Common Stock,PRN
01/13/11,"Zacks Sell List Highlights: FreightCar America, Brookfield Asset Management, Becton, Dickinson and Co. and Nektar Therapeutics",PRN
