Date,Symbol,Headline,Source
25-Jul-17,AMZN-US,Amazon Business Now Serves More Than One Million Business Customers in the U.S.,BW
21-Jul-17,AMZN-US,"IMPORTANT SHAREHOLDER ALERT: Lundin Law PC Announces an Investigation of Amazon.com, Inc. and Advises Investors with Losses to Contact the Firm",BW
21-Jul-17,AMZN-US,"SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Amazon.com, Inc. - AMZN",PRN
21-Jul-17,AMZN-US,Stan Lee Receives the First-Ever IMDb STARmeter Award for Lifetime Achievement Aboard the IMDboat at Comic-Con 2017,BW
19-Jul-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2017 Earnings Release for 27-July-2017 4:01 PM ET",FCSTEV
18-Jul-17,AMZN-US,"SHAREHOLDER ALERT: Monteverde & Associates PC Announces An Investigation Of Whole Foods Market, Inc.  - WFM",PRN
18-Jul-17,AMZN-US,David Duchovny and Gillian Anderson Perform The X-Files: Cold Cases for Audible,BW
18-Jul-17,AMZN-US,Amazon Rapids Launches Signature Stories Program to Help Kids Develop a Love of Reading,BW
18-Jul-17,AMZN-US,CORRECTING and REPLACING Amazon Sets Multi-Show Deal with Agatha Christie Limited,BW
17-Jul-17,AMZN-US,"The IMDboat Sets Sail for Comic-Con with Host Kevin Smith, Celebrities, Top Brands, and the Launch of IMDb Ticketing, Powered by Atom Tickets",BW
15-Jul-17,AMZN-US,"Anne Frasier, author of The Body Reader, Wins Thriller Award for Best Paperback Original Novel",BW
13-Jul-17,AMZN-US,AWS Announces G3 Instances for Amazon EC2,BW
13-Jul-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q2 2017 Earnings Call for 27-July-2017 5:30 PM ET",FCSTEV
13-Jul-17,AMZN-US,Amazon.com to Webcast Second Quarter 2017 Financial Results Conference Call,BW
12-Jul-17,AMZN-US,Prime Members Enjoyed Biggest Global Shopping Event in Amazon History,BW
12-Jul-17,AMZN-US,Zappos Presents Cesar Millan and Lisa Vanderpump in an Inspiring Charitable Speaker Series,PRN
11-Jul-17,AMZN-US,Consumer Safety Coalition Urges Caution for Consumers on Amazon Prime Day,INW
10-Jul-17,AMZN-US,From Beauty Fans to Bookworms and Gamers to Gardeners - Amazon Prime Day 2017 Offers Prime Members an Epic Day of Deals on Everything They're Into,BW
9-Jul-17,AMZN-US,"Amazon Expands with New Fulfillment Center in Orlando, Creating 1,500 New Full-Time Jobs",BW
7-Jul-17,AMZN-US,Get Prime Day Deals Even Faster: Free Two-Hour Delivery on Hundreds of Exclusive Deals Through Prime Now,BW
6-Jul-17,AMZN-US,Amazon Original Kids Series Lost in Oz Debuts August 4 on Prime Video,BW
6-Jul-17,AMZN-US,Small Businesses and Entrepreneurs on Amazon Prepare for Record-Breaking Sales on Prime Day,BW
6-Jul-17,AMZN-US,Canadian Small Businesses and Entrepreneurs on Amazon Prepare for Record-Breaking Sales on Prime Day,CNW
5-Jul-17,AMZN-US,"Amazon to Create 1,500 New Full-Time Jobs at Salt Lake City Fulfillment Center",BW
5-Jul-17,AMZN-US,Sunvalley verwandelt Amazons Prime Day in einen wochenlangen Event mit der Prime Week,PRNE
5-Jul-17,AMZN-US,"Alexa, What Are Your Prime Day Deals?",BW
30-Jun-17,AMZN-US,Today's Research Reports on Stocks to Watch: Amazon and Google ,NEWS_ACW
29-Jun-17,AMZN-US,Amazon Original Kids Series Niko and the Sword of Light Premieres July 21 on Prime Video,BW
29-Jun-17,AMZN-US,Amazon Studios and A24 to Premiere New Half-Hour Series Comrade Detective August 4 on Amazon Prime Video,BW
28-Jun-17,AMZN-US,"Amazon Announces Third Annual Prime Day - 30 Hours, Hundreds of Thousands of Deals on July 11",BW
28-Jun-17,AMZN-US,"Amazon Announces Third Annual Prime Day - Thirty Hours, Hundreds of Thousands of Deals on July 11",CNW
28-Jun-17,AMZN-US,Regional Grocers Launch Unified Shopping Experience that Defends Against New Amazon Strategy,PRN
28-Jun-17,AMZN-US,Friendship Place Announces $1 Million Match Offer from Amazon,BW
28-Jun-17,AMZN-US,Amazon Connects with Small Businesses at First-Ever Boost Summit,BW
28-Jun-17,AMZN-US,DIA and Amazon Prime Now extend their partnership to the city of Barcelona and its neighboring area,NEWS_CR
27-Jun-17,AMZN-US,Amazon App Customers Get First Look at Exclusive VALERIAN Content Weeks Before the Highly-Anticipated Movie Release,BW
27-Jun-17,AMZN-US,"Amazon Expands Lineup of Best-Selling Prime Exclusive Phones with New Unlocked Devices including Nokia, Alcatel, and Motorola",BW
27-Jun-17,AMZN-US,Wanderport Corporation Launches Online Retailing of Premium Hemp Coffee Blends on Amazon,INW
26-Jun-17,AMZN-US,Amazon Greenlights Untitled Hannah Grant Tour de France Project Exclusively for Prime Video,BW
21-Jun-17,AMZN-US,"From Amazon to Costco and Whole Foods, food retail is in upheaval",NEWS_CR
21-Jun-17,AMZN-US,Amazon Announces the Best Books of 2017 (So Far),BW
19-Jun-17,AMZN-US,"WHOLE FOODS INVESTOR ALERT BY THE FORMER ATTORNEY GENERAL OF LOUISIANA: Kahn Swick & Foti, LLC Investigates Adequacy of Price and Process in Proposed Sale of Whole Foods Market, Inc.",PRN
19-Jun-17,AMZN-US,"Haeggquist & Eck, LLP Announces Investigation Concerning the Process, Price, and Terms of the Proposed Sale of Whole Foods Market, Inc. to Amazon.com, Inc.",BW
19-Jun-17,AMZN-US,WeissLaw LLP: The Proposed Acquisition of Whole Foods Market Inc. May Not Be In the Best Interest of WFM Shareholders,PRN
16-Jun-17,AMZN-US,"WHOLE FOODS MARKET, INC. SHAREHOLDER ALERT: Former SEC Attorney Willie Briscoe Believes the Acquisition by Amazon.com, Inc. May be Unfair to Shareholders",BW
16-Jun-17,AMZN-US,Amazon to Acquire Whole Foods Market,BW
15-Jun-17,AMZN-US,Amazon Prime Now Brings One-Hour Delivery to Denver Featuring Items from Amazon and Sprouts Farmers Market,BW
14-Jun-17,AMZN-US,Amazon Launches Free STEM Summer Camps for Seattle-Area Youth,BW
14-Jun-17,AMZN-US,California Polytechnic State University Goes All-In on AWS,BW
13-Jun-17,AMZN-US,"Amazon Announces More Than 10,000 Employee Participants in Career Choice and Expects to Reach 20,000 Participants by 2020",BW
12-Jun-17,AMZN-US,Amazon Continues to Create Full-Time Jobs in Colorado with New Fulfillment Center Planned in Thornton,BW
12-Jun-17,AMZN-US,"Featured Company News - Amazon to Create More Than 1,500 Jobs at Fulfillment Center in Connecticut  ",NEWS_ACW
8-Jun-17,AMZN-US,"Amazon to Create More Than 1,500 Jobs at Fulfillment Center in North Haven",BW
8-Jun-17,AMZN-US,Ancestry Goes All-in on AWS,BW
8-Jun-17,AMZN-US,"Audible Releases Dr. Katz: The Audio Files, an Original Comedy Series Featuring New Guest Stars and Cast Regulars from the Cult Classic Animated TV Show",BW
8-Jun-17,AMZN-US,"Amazon Loans More Than $3 Billion to Over 20,000 Small Businesses",BW
7-Jun-17,AMZN-US,"Amazon to Open First Oregon Fulfillment Center in Troutdale; Will Create 1,500-Plus Full-Time Jobs",BW
7-Jun-17,AMZN-US,Amazon Web Services Makes AWS Greengrass Available to All Customers,BW
7-Jun-17,AMZN-US,Amazon Original Kids Series Danger & Eggs Premieres June 30 on Prime Video in the US and UK,BW
6-Jun-17,AMZN-US,Amazon Announces Plans to Expand in Miami with New Fulfillment Center,BW
6-Jun-17,AMZN-US,Kevin Hart Performs I Can't Make This Up for Audible,BW
6-Jun-17,AMZN-US,Amazon Introduces Discounted Monthly Prime Offer for Customers Receiving Government Assistance,BW
5-Jun-17,AMZN-US,Twitch Prime Expands to Over 200 Countries and Territories,BW
2-Jun-17,AMZN-US,"Amazon Original Series The Last Tycoon, Based on the Last Work of F. Scott Fitzgerald, Debuts Exclusively on Prime Video on July 28",BW
2-Jun-17,AMZN-US,John Scalzi's The Dispatcher Wins Audie Award for Best Original Work for Audible Studios,BW
2-Jun-17,AMZN-US,"Amazon Fulfillment Center to Open in Fresno, California",BW
1-Jun-17,AMZN-US,Today's Research Reports on Stocks to Watch: Amazon and Microsoft,NEWS_ACW
31-May-17,AMZN-US,"Amazon to Create 1,000 Full-Time Jobs at New Fulfillment Center in Georgia",BW
31-May-17,AMZN-US,Audible Announces $5 Million Fund to Commission and Produce New Works by Playwrights for Audible Listeners,BW
31-May-17,AMZN-US,"Amazon's Shares Pass $1,000 for the First Time and Tesla Hits Another New Record Close",NEWS_ACW
30-May-17,AMZN-US,Amazon Announces the 4th Literary Award for Spanish-Language Independent Authors,BW
30-May-17,AMZN-US,Amazon Anuncia el 4º Premio Literario de Autores Independientes en Español,BW
25-May-17,AMZN-US,Amazon to Release Steven Soderbergh's New Film Logan Lucky on Prime Video During Its Exclusive US Streaming Window; Signs First-Look Deal with Fingerprint Releasing,BW
23-May-17,AMZN-US,Handmade at Amazon Introduces the Wedding Shop,BW
18-May-17,AMZN-US,"Audible Releases Where Should We Begin? with Esther Perel, An Original Series That Explores The Universal Truths Of Relationships",PRN
18-May-17,AMZN-US,Introducing Amazon Charts - A Bestseller List for What People are Really Reading and Buying,BW
18-May-17,AMZN-US,Amazon Ranks #2 on LinkedIn's Annual Top Companies List,BW
17-May-17,AMZN-US,Coupa Launches Open Buy with Amazon Business,PMZ
17-May-17,AMZN-US,Introducing the All-New Amazon Fire 7 and Fire HD 8 with Amazon Alexa,BW
17-May-17,AMZN-US,Introducing the All-New Fire 7 Kids Edition and Fire HD 8 Kids Edition-Next Generation Tablets Built from the Ground Up for Kids,BW
15-May-17,AMZN-US,Amazon.com Dives into Summer with the Launch of Its 2017 Summer Toy List,BW
12-May-17,AMZN-US,"Amazon.com, Inc. (Nasdaq: AMZN) to Ring The Nasdaq Stock Market Opening Bell",PMZ
9-May-17,AMZN-US,Amazon Selects Finalists to Compete at the Amazon Robotics Challenge Event in Japan This Summer,BW
9-May-17,AMZN-US,"Audible Releases Robert A. Caro's On Power, an Original Production Narrated by the Author",BW
5-May-17,AMZN-US,Post Earnings Coverage as Amazon's Quarterly Sales Surged 23%; Earnings Soared 41%,NEWS_ACW
3-May-17,AMZN-US,Amazon FreeTime Now Available on Android Phones and Tablets,BW
2-May-17,AMZN-US,Amazon Original Kids Series Dino Dana Premieres May 26 on Prime Video in the US and UK,BW
2-May-17,AMZN-US,"Amazon Studios Secures Producing Deals with Bona Fide Productions, Killer Films and Le Grisbi Productions",BW
1-May-17,AMZN-US,"Amazon Gives Prime to Every Household in Manchester-by-the-Sea, Massachusetts As Academy Award Winning Film Comes to Prime Video",BW
1-May-17,AMZN-US,Gabourey Sidibe Performs This is Just My Face: Try Not to Stare for Audible,BW
1-May-17,AMZN-US,Today's Research Reports on Stocks to Watch: Amazon and Alphabet,NEWS_ACW
27-Apr-17,AMZN-US,Amazon.com Announces First Quarter Sales up 23% to $35.7 Billion,BW
26-Apr-17,AMZN-US,Amazon Honors World Book Day with Global Free Library Events in Twelve Countries Around the World,BW
26-Apr-17,AMZN-US,Amazon Celebrates World Book Day with Global Free Library Events in Twelve Countries Around the World,CNW
26-Apr-17,AMZN-US,Audible Releases Alien: River of Pain,BW
25-Apr-17,AMZN-US,Amazon.ca Expands Prime FREE One-Day Delivery to Calgary and Edmonton,CNW
24-Apr-17,AMZN-US,Amazon Launches Self-Service Marketplace for Subscription Providers,BW
21-Apr-17,AMZN-US,"Amazon to Create More than 2,500 Full-Time Jobs at Three Additional New Jersey Fulfillment Centers",BW
21-Apr-17,AMZN-US,EL PAÍS and Amazon Prime Now sign first ever agreement for the distribution of newspapers,NEWS_CR
20-Apr-17,AMZN-US,"Audible Releases Lewis Black: the Rant is Due, an Original Comedy Series That Transforms the Public's Frustrations into Hilarious Tirades",BW
19-Apr-17,AMZN-US,AWS Launches Amazon Redshift Spectrum,BW
19-Apr-17,AMZN-US,"AWS Announces Amazon DynamoDB Accelerator, Delivering Up to 10X Faster Query Performance",BW
19-Apr-17,AMZN-US,AWS Makes Amazon Lex Available to all Customers,BW
19-Apr-17,AMZN-US,HERE Names AWS as its Preferred Cloud Provider,BW
19-Apr-17,AMZN-US,Dunkin' Brands Selects AWS as its Cloud Infrastructure Provider,BW
17-Apr-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2017 Earnings Release for 27-April-2017 4:01 PM ET",FCSTEV
14-Apr-17,AMZN-US,Amazon.ca and the Walrus Foundation Unveil Shortlist for the 41st Annual First Novel Award,CNW
13-Apr-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q1 2017 Earnings Call for 27-April-2017 5:30 PM ET",FCSTEV
13-Apr-17,AMZN-US,Amazon.com to Webcast First Quarter 2017 Financial Results Conference Call,BW
13-Apr-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Annual General Meeting for 23-May-2017 12:00 PM ET",FCSTEV
13-Apr-17,AMZN-US,NXP and Amazon Work Together to Bring More Alexa Experiences to the Smart Home,PMZ
13-Apr-17,AMZN-US,Amazon Makes the High-Performance 7-Mic Voice Processing Technology from Amazon Echo Available to Third-Party Device Makers,BW
12-Apr-17,AMZN-US,"Introducing Discussion Cards and Parent Dashboard-New Ways for Families to Discover, Share, and Connect Through Amazon FreeTime",BW
11-Apr-17,AMZN-US,_______Amazon Business__ ____________,PRNA
10-Apr-17,AMZN-US,Amazon Business Announces the Availability of Line-Item Detail on Customer Purchases,BW
10-Apr-17,AMZN-US,"Amazon Studios Greenlights Amy Sherman-Palladino's The Marvelous Mrs. Maisel For Two Seasons, Exclusively for Prime Video",BW
6-Apr-17,AMZN-US,"Amazon to Create 5,000 New, Part-Time, Work-From-Home Jobs over the Next Year",BW
4-Apr-17,AMZN-US,"Audible Releases a Special Edition of The Handmaid's Tale with New, Original Material Written by Margaret Atwood",BW
3-Apr-17,AMZN-US,Amazon Web Services Announces the Opening of Data Centers in Sweden in 2018,BW
31-Mar-17,AMZN-US,"Amazon Greenlights Season Two of Emmy-Nominated Original Series All or Nothing for Amazon Prime Video, Featuring the Return of the NFL's Rams to Los Angeles",BW
29-Mar-17,AMZN-US,"Amazon Announces Second Houston-Area Fulfillment Center to Create 1,000 Full-Time Jobs",BW
29-Mar-17,AMZN-US,Amazon Greenlights Untitled McLaren Racing Docuseries Exclusively for Prime Video,BW
28-Mar-17,AMZN-US,Amazon Announces New Fulfillment Center in Virginia,BW
28-Mar-17,AMZN-US,Audible's Original Audio Series Breasts Unbound Wins the 2017 Gracie Award for Original Online Programming - Standalone Audio,BW
28-Mar-17,AMZN-US,AWS Announces Amazon Connect,BW
28-Mar-17,AMZN-US,Amazon to Acquire SOUQ.com,BW
23-Mar-17,AMZN-US,New Alcatel A30 and Moto G5 Plus Join Lineup of Best-Selling Unlocked Prime Exclusive Phones on Amazon,BW
22-Mar-17,AMZN-US,Wanderport Corporation Launches Online Retailing of Premium Hemp Coffee Blends on Amazon,INW
22-Mar-17,AMZN-US,Prime Now Introduces One-Hour Delivery to Milwaukee,BW
21-Mar-17,AMZN-US,"Alexa, Order from Prime Now!",BW
17-Mar-17,AMZN-US,"Amazon Extends Deal with A24, Brings Moonlight, Winner of Three Academy Awards Including Best Picture to Amazon Prime Video",BW
16-Mar-17,AMZN-US,Amazon Thanks Customers for #1 Ranking in American Customer Satisfaction Index,BW
16-Mar-17,AMZN-US,Amazon Prime Video Premieres Academy Award-Winning Manchester by the Sea in Canada on March 21,CNW
15-Mar-17,AMZN-US,Amazon Makes It Free for Developers to Build and Host Most Alexa Skills Using AWS,BW
15-Mar-17,AMZN-US,Prime Now Adds Alcohol to the Mix,BW
15-Mar-17,AMZN-US,American Playboy: The Hugh Hefner Story Launches Globally April 7 on Amazon Prime Video,CNW
14-Mar-17,AMZN-US,American Playboy: The Hugh Hefner Story Launches Globally April 7 on Amazon Prime Video,BW
9-Mar-17,AMZN-US,"Prime Now Continues its Commitment to Local Retailers: One Hour Delivery from Local Stores with Beauty, Pet and Grocery Products in San Francisco Bay Area",BW
6-Mar-17,AMZN-US,Amazon Greenlights Le Mans: Racing Is Everything Exclusively for Prime Video,BW
3-Mar-17,AMZN-US,Blog Coverage Amazon to Install Solar Panels on its Fulfilment and Sortation Centers Worldwide,NEWS_ACW
2-Mar-17,AMZN-US,________________________,PRNA
2-Mar-17,AMZN-US,Amazon's Spring 2017 Pilot Season Premieres on March 17 on Amazon Video,BW
2-Mar-17,AMZN-US,Amazon Launches Solar Energy Initiative on Fulfillment Center Rooftops,BW
1-Mar-17,AMZN-US,Stephen Fry Narrates Sherlock Holmes Exclusively for Audible,BW
28-Feb-17,AMZN-US,Kelsey Grammer Performs Rise and Shine for Audible,BW
28-Feb-17,AMZN-US,Amazon.ca Introduces FREE One-Day Delivery for Prime Members Shipping to Montreal Seven Days per Week,CNW
28-Feb-17,AMZN-US,Amazon Launches Restaurant Delivery in the District of Columbia,BW
27-Feb-17,AMZN-US,Amazon Studios Orders Original Dramatic Series Fortitude from Sky Vision,BW
24-Feb-17,AMZN-US,SHOPBOP lanza la tendencia de la primavera 2017 impulsada por la campaña con Suki e Immy Waterhouse,PRNE
24-Feb-17,AMZN-US,SHOPBOP__Waterhouse_______2017____________,PRNA
23-Feb-17,AMZN-US,"SHOPBOP lança campanha da Primavera 2017, guiada por tendências, com Suki e Immy Waterhouse",PRNL
23-Feb-17,AMZN-US,SHOPBOP Launches Spring 2017 Trend Driven Campaign With Suki And Immy Waterhouse,PRNA
22-Feb-17,AMZN-US,"Amazon Thanks Customers for #1 Corporate Reputation Ranking in 23,000 Person Harris Poll",BW
21-Feb-17,AMZN-US,AWS Announces Amazon GameLift Now Supports Any C++ and C# Game Engine,BW
21-Feb-17,AMZN-US,"Amazon Introduces Latest Generation Fire TV Stick in the UK, Germany, and Japan",BW
21-Feb-17,AMZN-US,IMDb to Celebrate the 89th Annual Academy Awards® with First-Ever Live-Streaming Companion Show and Industry Viewing Party,BW
21-Feb-17,AMZN-US,Amazon Launches Restaurant Delivery in Las Vegas,BW
16-Feb-17,AMZN-US,Post Earnings Coverage as Amazon.com's Q4 Bottom-line Beat Estimates,NEWS_ACW
15-Feb-17,AMZN-US,Season Two of Amazon Original Series Hand of God Launches Exclusively on Prime Video on March 10,BW
13-Feb-17,AMZN-US,_______2016_____________,PRNA
13-Feb-17,AMZN-US,AWS Announces Amazon Chime,BW
13-Feb-17,AMZN-US,Amazon Studios Greenlights Two New Original Kids Series Pete the Cat and Costume Quest,BW
9-Feb-17,AMZN-US,26 Audible Productions Named as Finalists for 2017 Audie Awards,BW
9-Feb-17,AMZN-US,"Amazon to Create 2,000 New Full-Time Jobs at Two New California Fulfillment Centers",BW
8-Feb-17,AMZN-US,Live Nation Selects Amazon Web Services as Cloud Infrastructure Provider,BW
7-Feb-17,AMZN-US,More than 33 Million Customers Have Used Amazon Payments to Make a Purchase,BW
6-Feb-17,AMZN-US,Announcing Audible's Most Wished-For Audiobooks of Valentine's Days Past,BW
3-Feb-17,AMZN-US,Fourth Season of Emmy-Nominated Amazon Original Kids Series Annedroids Will Debut March 3 on Amazon Prime Video in the US and UK,BW
2-Feb-17,AMZN-US,Amazon.com Announces Fourth Quarter Sales up 22% to $43.7 Billion,BW
1-Feb-17,AMZN-US,"Audible and TED Release Sincerely, X, a Series of Anonymously Shared Ideas That Matter",BW
1-Feb-17,AMZN-US,"Deep in the Heart of Texas, San Antonio Rekindles that Loving Feeling - Amazon.com Releases the Top 20 Most Romantic U.S. Cities",BW
31-Jan-17,AMZN-US,"Amazon to Create 2,000 Jobs at New Air Cargo Hub in Kentucky",BW
31-Jan-17,AMZN-US,Season Two of the Amazon Original Series The Man in the High Castle to Debut Globally on Amazon Prime Video on February 10,CNW
31-Jan-17,AMZN-US,Prime Now Introduces Delivery from New Seasons Market to Seattle; Increases Service Coverage from Bartell Drugs and All The Best Pet Care,BW
30-Jan-17,AMZN-US,Amazon Studios Greenlights a Fourth Season of the Golden Globe Award-Winning Series Mozart in the Jungle and a Final Season of Hit Comedy Series Red Oaks,BW
27-Jan-17,AMZN-US,Amazon Original Series Patriot Debuts on February 24 on Prime Video,BW
27-Jan-17,AMZN-US,"Eddie Redmayne to Narrate J.K. Rowling's Essential Companion to Harry Potter Stories, Fantastic Beasts and Where to Find Them",BW
23-Jan-17,AMZN-US,"Amazon Announces First Fulfillment Center in Colorado, Creating 1,000 Full-Time Jobs",BW
20-Jan-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2016 Earnings Release for 2-February-2017 4:01 PM ET",FCSTEV
19-Jan-17,AMZN-US,Amazon Original Series Sneaky Pete Renewed for Season Two,BW
19-Jan-17,AMZN-US,"Amazon.com, Inc.(AMZN-US) Schedules Q4 2016 Earnings Call for 2-February-2017 5:30 PM ET",FCSTEV
19-Jan-17,AMZN-US,Amazon.com to Webcast Fourth Quarter 2016 Financial Results Conference Call,BW
19-Jan-17,AMZN-US,Amazon Studios Greenlights Comedic Apocalyptic Limited Series Good Omens,BW
18-Jan-17,AMZN-US,"Amazon Announces Ninth Fulfillment Center in Texas; New Robotics Site Will Create 1,000-Plus Full-Time Jobs",BW
18-Jan-17,AMZN-US,Amazon Acquires Grateful Dead Documentary Long Strange Trip from Director Amir Bar-Lev and Executive Producer Martin Scorsese,BW
17-Jan-17,AMZN-US,Amazon to Open New Fulfillment Center in Maryland,BW
17-Jan-17,AMZN-US,Arianna Huffington Writes and Performs Goodnight Smartphone for Audible,BW
16-Jan-17,AMZN-US,_Home Kit__ Ayla_________Amazon Alexa,PRNA
12-Jan-17,AMZN-US,"Amazon to Create More Than 100,000 New, Full-Time, Full-Benefit Jobs across the U.S. over the Next 18 Months",BW
12-Jan-17,AMZN-US,"Audible Releases Ponzi Supernova, an Original Series Shedding New Light on Bernie Madoff and the Biggest Ponzi Scheme in History",BW
11-Jan-17,AMZN-US,"IMDb Heads to the 2017 Sundance Film Festival with Kevin Smith, Top Celebrities, the IMDb STARmeter Award and Amazon Video Direct",BW
11-Jan-17,AMZN-US,Amazon and Chase Introduce New Prime Rewards Visa Card With 5% Back on All Amazon.com Purchases and Rewards Everywhere Else You Shop,BW
10-Jan-17,AMZN-US,"Amazon Prime Video Launches Original Kids Series Ronja, the Robber's Daughter on January 27 in the US and UK",BW
10-Jan-17,AMZN-US,The River keeps Flowing and Growing,NEWS_ACW
5-Jan-17,AMZN-US,Alexa Helps Get Dinner on the Table Easier: Amazon Restaurants Adds Voice Ordering to its Service,BW
4-Jan-17,AMZN-US,Sellers on Amazon are Thriving: Fulfillment by Amazon Delivered More than 2 Billion Items for Sellers Worldwide in 2016,BW
4-Jan-17,AMZN-US,"Sellers on Amazon.ca are Thriving, Achieving a Record-setting One Billion in Sales in 2016",CNW
3-Jan-17,AMZN-US,"Amazon Confirms Second Jacksonville Fulfillment Center and Additional 1,000 Full-Time Jobs",BW
3-Jan-17,AMZN-US,Amazon Prime Video Greenlights Season Three of Emmy Award-Winning and Top-Streamed Original Dramatic Series The Man in the High Castle,BW
30-Dec-16,AMZN-US,Blog Coverage Amazon Wins Futuristic Sounding Patent for Floating Warehouses that Houses Drones Used for Delivery of Parcels,NEWS_ACW
29-Dec-16,AMZN-US,"Dominion Helps Amazon Green its Electricity Supply, an Industrial Info News Alert",INW
27-Dec-16,AMZN-US,Alexa Devices Top Amazon Best-Seller List this Holiday - Millions of Alexa Devices Sold Worldwide,BW
27-Dec-16,AMZN-US,Amazon Celebrates a Record-Setting Holiday Season Around the World,CNW
23-Dec-16,AMZN-US,"Amazon.ca Extends the Holiday Shopping Season, Announces Boxing Day Deals Store",CNW
21-Dec-16,AMZN-US,Garth Brooks' Entire Catalog Coming Exclusively to Amazon Music This Saturday,BW
20-Dec-16,AMZN-US,Amazon Original Movie Gleason Will Premiere on Amazon Prime Video on December 29,BW
19-Dec-16,AMZN-US,"Amazon to Expand Again in Illinois with Two More Fulfillment Centers and 1,000 Full-Time Jobs",BW
19-Dec-16,AMZN-US,Season Two of Amazon Original Kids Series Just Add Magic Debuts on January 13 on Prime Video,BW
19-Dec-16,AMZN-US,From a Sparkling Snowflake Tin to a Caroling Canines eCard - Amazon.com Gift Cards Are the Perfect Gift This Holiday Season,BW
19-Dec-16,AMZN-US,IMDb Announces the Top 10 Movies of 2016 as Determined by the Page Views of IMDb's Hundreds of Millions of Customers Worldwide,BW
18-Dec-16,AMZN-US,"DJ pressetext.de: Drohnen zum Fest: Das sollten Beschenkte wissen - Experte Werner Noisternigg: ""Im Extremfall drohen 22.000 Euro Bußgeld""",DJPA
15-Dec-16,AMZN-US,Announcing Audible's Highest Rated Audiobooks of 2016!,BW
15-Dec-16,AMZN-US,Amazon Original Series Sneaky Pete Debuts on January 13 on Prime Video,BW
14-Dec-16,AMZN-US,Amazon Prime Video je nyní k dispozici ve více ne_ 200 zemích a teritoriích na celém sv_t_,BW
14-Dec-16,AMZN-US,Az Amazon Prime Video most már a világon több mint 200 országban és területen érhet_ el,BW
14-Dec-16,AMZN-US,Amazon Prime Video ya está disponible en más de 200 países y territorios alrededor del mundo,BW
14-Dec-16,AMZN-US,Amazon Prime Video är nu tillgängligt i mer än 200 länder världen över,BW
14-Dec-16,AMZN-US,Amazon Prime Video est désormais disponible dans plus de 200 pays et territoires à travers le monde,BW
14-Dec-16,AMZN-US,Amazon Prime Video nu wereldwijd beschikbaar in meer dan 200 landen,BW
14-Dec-16,AMZN-US,«Amazon Prime Video» nå tilgjengelig i Norge og i over 199 ander land og markeder over hele verden,BW
14-Dec-16,AMZN-US,Amazon Prime Video er nu tilgængeligt i mere end 200 lande,BW
14-Dec-16,AMZN-US,Amazon Prime Video ora disponibile in oltre 200 Paesi e Territori nel mondo,BW
14-Dec-16,AMZN-US,Amazon Prime Video agora disponível para mais de 200 países e territórios pelo mundo,BW
14-Dec-16,AMZN-US,Us_uga Amazon Prime Video dost_pna w ponad 200 krajach i regionach _wiata,BW
14-Dec-16,AMZN-US,Amazon Prime Video Now Available in More Than 200 Countries and Territories Around the World,BW
14-Dec-16,AMZN-US,Amazon Prime Video Now Available in India,BW
13-Dec-16,AMZN-US,Amazon Web Services Now Available to Customers from Data Centers in the UK,BW
13-Dec-16,AMZN-US,IMDb Announces the Top 10 TV Shows of 2016 as Determined by the Page Views of IMDb's Hundreds of Millions of Customers Worldwide,BW
8-Dec-16,AMZN-US,Amazon Web Services Cloud Now Available to Customers from Data Centers in Canada,BW
8-Dec-16,AMZN-US,L'infonuagique d'Amazon Web Services est maintenant disponible pour les clients des centres de données au Canada,BW
8-Dec-16,AMZN-US,Last Minute Shoppers: Here's What Customers Love through Prime Now for Superfast Delivery during the Holidays,BW
8-Dec-16,AMZN-US,Last Minute Shoppers: Here's What Customers Love through Prime Now for Superfast Delivery during the Holidays,BW
7-Dec-16,AMZN-US,Amazon y JD.com establecen una presencia sólida en AWE 2017,PRNE
7-Dec-16,AMZN-US,Audible Announces New Original Program with Martin Sheen,BW
7-Dec-16,AMZN-US,Amazon Announces Best-Selling Books of 2016,BW
6-Dec-16,AMZN-US,Amazon und JD.com zeigen auf der AWE 2017 starke Präsenz,PRNE
6-Dec-16,AMZN-US,Amazon et JD.com s'apprêtent à établir une solide présence lors de l'AWE 2017,PRNE
6-Dec-16,AMZN-US,"Introducing: Buttoned Down, a New Line of Wardrobe Essentials for Men, Exclusive to Amazon Prime",BW
6-Dec-16,AMZN-US,Richard Armitage Performs Romeo and Juliet: A Novel for Audible,BW
5-Dec-16,AMZN-US,Blog Coverage Amazon Web Services and Salesforce Take Their Relationship to the Next Level with the Integration of Five New Services,NEWS_ACW
5-Dec-16,AMZN-US,IMDb Announces the Top 10 Stars and Top 10 Breakout Stars of 2016 as Determined by Page Views,BW
1-Dec-16,AMZN-US,____________________,PRNA
1-Dec-16,AMZN-US,HBO and Cinemax Now Available for Amazon Prime Members with Amazon Channels,BW
