HZNPdate,HZNPnews,HZNPsource
02/26/18,Horizon Pharma plc to Participate in the Cowen and Company 38th Annual Health Care Conference,PMZ
02/22/18,Horizon Pharma plc Announces Release of the First RAREis» Song in Partnership with Sing Me a Story Foundation and Global Genes,PMZ
02/06/18,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
01/30/18,"Horizon Pharma plc Announces the Launch of ""Cystinosis United"" to  Educate, Inspire and Connect the Cystinosis Community",PMZ
01/29/18,Horizon Pharma Plc(HZNP-US) Schedules Q4 2017 Earnings Release for 28-February-2018,FCSTTS
01/29/18,Horizon Pharma Plc(HZNP-US) Schedules Q4 2017 Earnings Call for 28-February-2018 8:00 AM ET,FCSTEV
01/29/18,"Horizon Pharma plc to Release Fourth-Quarter and Full-Year 2017 Financial Resultsæand Host Webcast on Feb. 28, 2018",PMZ
01/09/18,Horizon Pharma Plc(HZNP-US) Schedules J.P. Morgan Health Care Conference - Q&A for 9-January-2018 2:30 PM ET,FCSTTS
01/08/18,Horizon Pharma plc Increases Peak Net Sales Guidance for Key Growth Drivers and  Announces Rheumatology and Orphan Pipeline Developments,PMZ
01/08/18,Horizon Pharma plc Announces Agreement to License Pre-Clinical Uricase Derivative (MEDI4945) from MedImmune,PMZ
01/05/18,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
01/04/18,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
12/27/17,Horizon Pharma plc Announces FDA Approval to Expand the Indication for PROCYSBI¬ (cysteamine bitartrate) Delayed-Release Capsules to Include Children One Year of Age and Older Living with Nephropathic Cystinosis,PMZ
12/18/17,Horizon Pharma Plc(HZNP-US) Schedules J.P. Morgan Health Care Conference for 9-January-2018 2:00 PM ET,FCSTTS
12/18/17,Horizon Pharma plc to Present at the 36th Annual J.P. Morgan Healthcare Conference,PMZ
12/05/17,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
11/30/17,Horizon Pharma plc to Participate in BMO Prescriptions for Success Healthcare Conference,PMZ
11/30/17,"Horizon Pharma plc Names Shao-Lee Lin, M.D., Ph.D. Executive Vice President, Research and Development and Chief Scientific Officer",PMZ
11/23/17,Horizon Pharma Plc(HZNP-US) Schedules BMO Capital Markets Prescriptions for Success Healthcare Conference for 14-December-2017 2:30 PM ET,FCSTTS
11/10/17,Horizon Pharma plc Selected as One of Chicago's Top Workplaces by the Chicago Tribune,PMZ
11/09/17,Horizon Pharma Plc(HZNP-US) Schedules KRYSTEXXA ACR Investor Conference for 9-November-2017 4:00 AM ET,FCSTTS
11/07/17,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
11/06/17,"Horizon Pharma plc Presents New Data at 2017 ACR/ARHP Annual Meeting, Advances Clinical Understanding of KRYSTEXXA¬ (pegloticase injection) in Adults with Uncontrolled Gout",PMZ
11/06/17,Horizon Pharma plc Announces Third-Quarter and Year-to-Date 2017 Results,PMZ
11/06/17,Horizon Pharma Plc to Host Earnings Call,NEWS_ACW
11/04/17,Horizon Pharma plc Presents Results from an Open-Label Study on the Use of PROCYSBI¬ (cysteamine bitartrate) Delayed-Release Capsules in Treatment-Na¥ve Children Younger than 6 Years of Age,PMZ
11/03/17,Horizon Pharma plc Announces Poster Presentation on KRYSTEXXA¬ (pegloticase injection) at the American Society of Nephrology Kidney Week 2017,PMZ
11/02/17,Horizon Pharma Plc(HZNP-US) Schedules Jefferies London Health Care Conference for 16-November-2017 9:40 AM ET,FCSTTS
11/02/17,Horizon Pharma Plc(HZNP-US) Schedules Piper Jaffray Health Care Conference for 28-November-2017 11:30 AM ET,FCSTTS
11/02/17,Horizon Pharma Plc(HZNP-US) Schedules Bank of America Merrill Lynch Leveraged Finance Conference for 29-November-2017 1:30 PM ET,FCSTTS
11/02/17,Horizon Pharma Plc(HZNP-US) Schedules Stifel Nicolaus Health Care Conference for 14-November-2017 9:30 AM ET,FCSTEV
11/02/17,Horizon Pharma plc to Participate in Investor Conferences in November,PMZ
10/26/17,Horizon Pharma plc Announces Availability of PROCYSBI»æ(cysteamine bitartrate) in Canada,PMZ
10/26/17,Horizon Pharma plc to Leverage Medidata Clinical Cloud¬ and eTMF Solutions to Support its Business Transformation,BW
10/25/17,Horizon Pharma plc Announces First Patient Enrolled in Confirmatory Phase 3 Clinical Trial Evaluating Teprotumumab for the Treatment of Moderate-to-Severe Active Thyroid Eye Disease,PMZ
10/23/17,Horizon Pharma plc to Present KRYSTEXXA¬ (pegloticase injection) Data for the Management of Uncontrolled Gout at the 2017 ACR/ARHP Annual Meeting,PMZ
10/17/17,Horizon Pharma plc Named One of the Best Small & Medium Workplaces by FORTUNE and Great Place to Work¬ for the Second Year in a Row,PMZ
10/10/17,Horizon Pharma Plc(HZNP-US) Schedules Q3 2017 Earnings Release for 6-November-2017,FCSTTS
10/10/17,Horizon Pharma Plc(HZNP-US) Schedules Q3 2017 Earnings Call for 6-November-2017 8:00 AM ET,FCSTEV
10/10/17,"Horizon Pharma plc to Host Third-Quarter 2017 Conference Call andæWebcast on Nov. 6, 2017",PMZ
10/02/17,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
09/13/17,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
09/11/17,"Horizon Pharma plc Names Irina Konstantinovsky Executive Vice President, Chief Human Resources Officer",PMZ
09/05/17,Horizon Pharma plc Reports Inducement Grants Under NASDAQ Listing Rule 5635(c)(4),PMZ
08/24/17,Horizon Pharma Plc(HZNP-US) Schedules Morgan Stanley Global Healthcare Conference for 13-September-2017 10:30 AM ET,FCSTTS
08/24/17,Horizon Pharma plc to Participate in Morgan Stanley 15th Annual Global Healthcare Conference,PMZ
08/14/17,"Breakfast Technical Briefing on Generic Drugs Stocks -- Horizon Pharma, Mylan, Neurocrine Biosciences, and Rigel Pharma",PRN
08/07/17,Horizon Pharma plc Announces Second-Quarter and Year-to-Date 2017 Results and Increases Full-Year 2017 Net Sales and Adjusted EBITDA Guidance,PMZ
08/07/17,Investor Network: Horizon Pharma plc to Host Earnings Call,NEWS_ACW
08/03/17,"Horizon Pharma plc Appoints Pascale Witz and James Shannon, M.D. to Board of Directors",PMZ
07/25/17,Horizon Pharma plc Launches CGD Connections» to Deliver Support and Resources Created by and for the Chronic Granulomatous Disease (CGD) Community,PMZ
07/14/17,Horizon Pharma plc Announces Four Poster Presentations on PROCYSBI¬æ(Cysteamine Bitartrate)  Delayed-Release Capsules at Cystinosis Research Network 2017 Family Conference,PMZ
07/10/17,Horizon Pharma Plc(HZNP-US) Schedules Q2 2017 Earnings Call for 7-August-2017 8:00 AM ET,FCSTTS
07/10/17,Horizon Pharma Plc(HZNP-US) Schedules Q2 2017 Earnings Release for 7-August-2017,FCSTEV
07/10/17,"Horizon Pharma plc to Host Second-Quarter 2017 Conference Call and Webcast on Aug. 7, 2017",PMZ
06/27/17,Aralez Announces District Court Decision to Uphold VIMOVO (Naproxen/Esomeprazole Magnesium) Patents,PRN
06/27/17,Horizon Pharma plc Announces District Court Decision to Uphold VIMOVO¬ (naproxen/esomeprazole magnesium) Patents,PMZ
06/23/17,"Horizon Pharma plc Completes Sale of European Marketing Rights for PROCYSBI¬ (cysteamine bitartrate) delayed-release capsules and QUINSAIR» (levofloxacin nebuliser solution) in Europe, Middle East and Africa (EMEA) Regions to Chiesi Farmaceutici S.p.A.",PMZ
06/20/17,Horizon Pharma plc Partners with Global Genes¬ to Unite the Rare Disease Community at the Biotechnology Innovation Organization (BIO) International Convention,PMZ
06/19/17,Horizon Pharma plc Announces Health Canada Approval of PROCYSBI»æ(Cysteamine Delayed-Release Capsules)æfor the Treatment of Nephropathic Cystinosis,PMZ
06/14/17,Horizon Pharma plc Presents New Data Analyses Further Demonstrating Clinical Benefit of KRYSTEXXA¬ (pegloticase) in Patients with Uncontrolled Gout,PMZ
06/14/17,Epidemiologic Study Findings Show Over 400 Percent Increase in Gout Patient Hospitalizations Since 1993,PMZ
05/30/17,"Technical Reports on Generic Drugs Stocks -- Mylan, Allergan, Horizon Pharma, and Neurocrine Biosciences",PRN
05/26/17,Horizon Pharma Plc(HZNP-US) Schedules JMP Securities Life Science Conference for 21-June-2017 1:30 PM ET,FCSTTS
05/26/17,Horizon Pharma Plc(HZNP-US) Schedules Jefferies Global Health Care Conference for 6-June-2017 11:30 AM ET,FCSTTS
05/26/17,Horizon Pharma plc to Participate in Upcoming Conferences,PMZ
05/25/17,Horizon Pharma plc Named One of the Best Workplaces in Chicago by Fortune,PMZ
05/23/17,"Horizon Pharma plc Announces Agreement to Sell European Marketing Rights to PROCYSBI¬ (cysteamine bitartrate) delayed-release capsules and QUINSAIR» (levofloxacin inhalation solution) in Europe, Middle East and Africa (EMEA) Regions to Chiesi Farmaceutici S.p.A.",PMZ
05/23/17,"Horizon Pharma plc Announces Agreement to Sell European Marketing Rights to PROCYSBI¬ (cysteamine bitartrate) delayed-release capsules and QUINSAIR» (levofloxacin inhalation solution) in Europe, Middle East and Africa (EMEA) Regions to Chiesi Farmaceutici S.p.A.",PMZ
05/15/17,Horizon Pharma plc Announces District Court Decision to Uphold PENNSAID¬ (diclofenac sodium topical solution) 2% w/w Patent,PMZ
05/11/17,Horizon Pharma plc Announces Michelle Parsons as a 2017 Healthcare Businesswomen's Association Luminary,PMZ
05/08/17,Horizon Pharma plc Announces First-Quarter 2017 Results and Revises Full-Year 2017 Net Sales and Adjusted EBITDA Guidance,PMZ
05/08/17,Investor Network: Horizon Pharma plc to Host Earnings Call,NEWS_ACW
05/08/17,"Horizon Pharma plc Announces Agreement to Acquire River Vision Development Corp. and Teprotumumab (RV001), a Biologic in Late-Stage Development for Rare Eye Disease",PMZ
05/01/17,Horizon Pharma plc Announces FDA Approval to Expand the Age Range for RAVICTI¬ (glycerol phenylbutyrate) Oral Liquid to People with Urea Cycle Disorders Two Months of Age and Older,PMZ
04/27/17,"Technical Reports on Generic Drugs Stocks -- Mylan, Allergan, Horizon Pharma, and Rigel Pharma",PRN
04/13/17,Horizon Pharma Plc(HZNP-US) Schedules Q1 2017 Earnings Release for 8-May-2017,FCSTEV
04/13/17,Horizon Pharma Plc(HZNP-US) Schedules Q1 2017 Earnings Call for 8-May-2017 7:30 AM ET,FCSTEV
04/13/17,"Horizon Pharma plc to Host First-Quarter 2017 Conference Call and Webcast on May 8, 2017",PMZ
04/12/17,Horizon Pharma plc Named One of the Best Workplaces in Health Care by Great Place to Work¬ and Fortune Magazine,PMZ
04/07/17,"Horizon Pharma plc Named to the Crain's Chicago Business 2017 ""Best Places To Work"" List",PMZ
03/30/17,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO¬ (naproxen/esomeprazole) Delayed Release Tablets,PMZ
03/22/17,Horizon Pharma plc to Present Data on RAVICTI¬ (glycerol phenylbutyrate) Oral Liquid for Urea Cycle Disorder Patients Aged Two Months to Two Years,PMZ
03/21/17,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 3-May-2017 10:00 AM ET,FCSTEV
03/16/17,"Horizon Pharma plc Announces ""UCD in Common"" for the Urea Cycle Disorder (UCD) Community",PMZ
03/02/17,Horizon Pharma plc Announces Urea Cycle Disorders Medical Foods and Supplements Financial Assistance Program,PMZ
02/28/17,Horizon Pharma plc Launches RAREis» Campaign Elevating Faces of the Rare Disease Community,PMZ
02/27/17,Horizon Pharma plc Announces Fourth-Quarter and Full-Year 2016 Financial Results and Provides Full-Year 2017 Net Sales and Adjusted EBITDA Guidance,PMZ
02/14/17,Horizon Pharma Plc(HZNP-US) Schedules Cowen and Company Global Health Care Conference for 6-March-2017 2:40 PM ET,FCSTEV
02/14/17,Horizon Pharma plc to Participate in Cowen and Company 37th Annual Health Care Conference,PMZ
02/07/17,"How These Generic Drugs Stocks are Faring? -- Mylan, Allergan, Horizon Pharma, and Catalent",PRN
01/27/17,Horizon Pharma Plc(HZNP-US) Schedules Q4 2016 Earnings Call for 27-February-2017 8:00 AM ET,FCSTEV
01/27/17,Horizon Pharma Plc(HZNP-US) Schedules Q4 2016 Earnings Release for 27-February-2017,FCSTEV
01/27/17,"Horizon Pharma plc to Host Fourth-Quarter 2016 Conference Call and Webcast on February 27, 2017",PMZ
01/17/17,Global Genes¬ and Horizon Pharma plc Partner to Offer Nephropathic Cystinosis Scholarships,PRN
12/22/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAVICTI¬ (glycerol phenylbutyrate) Oral Liquid,PMZ
12/22/16,Horizon Pharma Plc(HZNP-US) Schedules J.P. Morgan Health Care Conference for 10-January-2017 10:30 AM ET,FCSTEV
12/22/16,Horizon Pharma plc to Present at the 35th Annual J.P. Morgan Healthcare Conference,PMZ
12/22/16,Horizon Pharma plc Announces Availability of QUINSAIR» (levofloxacin inhalation solution) in Canada for the Treatment of Specific Lung Infections in Adults with Cystic Fibrosis,PMZ
12/08/16,Horizon Pharma Plc(HZNP-US) Schedules BMO Success Health Care Conference for 14-December-2016 1:00 PM ET,FCSTEV
12/08/16,Horizon Pharma plc to Participate in Investor Conference in December,PMZ
12/08/16,Horizon Pharma Plc(HZNP-US) Schedules STEADFAST Phase III Trial Results Call for 8-December-2016 8:00 AM ET,FCSTEV
12/08/16,Horizon Pharma plc Announces Topline Results from Phase 3 Study of æACTIMMUNE¬ (interferon gamma-1b) in Friedreich's Ataxia,PMZ
12/07/16,Sobi and Horizon Pharma enter five-year distribution agreement for Ravicti¬ and Ammonaps¬ outside the United States,PRN
11/14/16,"InvestorsObserver releases covered-call reports for Micron, Smith & Wesson, Horizon Pharma, JC Penney and Procter & Gamble",PRN
11/14/16,Horizon Pharma plc Presents Data on KRYSTEXXA¬ (pegloticase) for the Management of  Refractory Chronic Gout at the 2016 ACR/ARHP Annual Meeting,PMZ
11/11/16,Horizon Pharma plc Selected as One of Chicago Tribune's 2016 Top Workplaces,PMZ
11/07/16,Horizon Pharma plc Announces Third-Quarter 2016 Financial Results,PMZ
11/04/16,Horizon Pharma Plc(HZNP-US) Schedules Mizuho Global Investor Conference for 14-November-2016,FCSTEV
11/04/16,Horizon Pharma Plc(HZNP-US) Schedules Stifel Healthcare Conference for 15-November-2016 8:45 AM ET,FCSTEV
11/04/16,Horizon Pharma Plc(HZNP-US) Schedules Jefferies London Health Care Conference for 17-November-2016 8:20 AM ET,FCSTEV
11/04/16,Horizon Pharma Plc(HZNP-US) Schedules Bank of America Merrill Lynch Leveraged Finance Conference for 29-November-2016 7:30 AM ET,FCSTEV
11/04/16,Horizon Pharma Plc(HZNP-US) Schedules Piper Jaffray Health Care Conference for 29-November-2016 8:00 AM ET,FCSTEV
11/04/16,Horizon Pharma plc to Participate in Investor Conferences in November,PMZ
11/03/16,Horizon Pharma plc Announces Availability of RAVICTI¬ (glycerol phenylbutyrate) Oral Liquid in Canada,PMZ
10/25/16,Horizon Pharma plc Completes Acquisition of Raptor Pharmaceutical Corp.,PMZ
10/20/16,Horizon Pharma plc Announces Pricing of Private Offering of Senior Notes,PMZ
10/13/16,Horizon Pharma plc Announces Proposed Private Offering of Senior Notes and Intention to Borrow Incremental Term Loans under its Existing Senior Secured Credit Facility,PMZ
10/13/16,Horizon Pharma plc Named One of the Country's Best Medium Workplaces by Fortune Magazine,PMZ
10/11/16,Horizon Pharma Plc(HZNP-US) Schedules Q3 2016 Earnings Call for 7-November-2016 8:00 AM ET,FCSTEV
10/11/16,Horizon Pharma Plc(HZNP-US) Schedules Q3 2016 Earnings Release for 7-November-2016 Before Market Open ET,FCSTEV
10/11/16,"Horizon Pharma plc to Host Third-Quarter 2016 Conference Call and Webcast on November 7, 2016",PMZ
09/29/16,Horizon Pharma plc Provides Update on PBM Formulary Status for Primary Care Medicines,PMZ
09/13/16,Blog Coverage Horizon Pharma Strengthens its Position in Rare Diseases with Raptor Pharma Acquisition,NEWS_ACW
09/12/16,Horizon Pharma Plc(HZNP-US) Schedules Morgan Stanley Global Healthcare Conference for 12-September-2016 9:20 AM ET,FCSTEV
09/12/16,Horizon Pharma Plc(HZNP-US) Schedules Acquisition of Raptor Pharmaceutical Corp by Horizon Pharma plc Call for 12-September-2016 8:00 AM ET,FCSTEV
09/12/16,Horizon Pharma plc to Acquire Raptor Pharmaceutical Corp. as Further Step in Building Leading Rare Disease Business,PMZ
09/06/16,Horizon Pharma plc to Participate in Morgan Stanley Global Healthcare Conference,PMZ
09/01/16,Nuvo Pharmaceuticals» Inc. Appoints New Chief Financial Officer,PRN
08/18/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAYOS¬ (prednisone) Delayed-Release Tablets,PMZ
08/08/16,Horizon Pharma plc Announces Second-Quarter 2016 Financial Results,PMZ
08/04/16,"Rheumatology Nurses Society Announces ""Heroes of Caring"" Initiative Celebrating Nurses Caring For Patients With Rheumatologic Diseases",PRN
07/07/16,Horizon Pharma Plc(HZNP-US) Schedules Q2 2016 Earnings Call for 8-August-2016 8:00 AM ET,FCSTEV
07/07/16,Horizon Pharma Plc(HZNP-US) Schedules Q2 2016 Earnings Release for 8-August-2016 Before Market Open ET,FCSTEV
07/07/16,"Horizon Pharma plc to Host Second-Quarter 2016 Conference Call and Webcast on August 8, 2016",PMZ
06/29/16,Horizon Pharma plc Submits Supplemental New Drug Application for RAVICTI(R) (glycerol phenylbutyrate) Oral Liquid to Expand Age Range for Management of Urea Cycle Disorders,INW
06/27/16,Horizon Pharma plc Added to Russell 2000(R) and 3000(R) Indexes,INW
06/05/16,Horizon Pharma Plc(HZNP-US) Schedules Investor Meeting for 6-June-2016,FCSTEV
06/02/16,Horizon Pharma Plc(HZNP-US) Schedules Jefferies Health Care Conference for 9-June-2016 2:00 PM ET,FCSTEV
06/02/16,Horizon Pharma plc to Participate in Jefferies 2016 Healthcare Conference,INW
06/01/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen/esomeprazole) Delayed Release Tablets,INW
05/19/16,Horizon Pharma plc to Acquire Worldwide Rights to Interferon Gamma-1b From Boehringer Ingelheim International GmbH,INW
05/18/16,Horizon Pharma plc to Participate in UBS Global Healthcare Conference,INW
05/12/16,Horizon Pharma plc Announces That Marilyn Vetter Honored as a 2016 Healthcare Businesswomen's Association Luminary,INW
05/12/16,"Horizon Pharma plc Announces Settlement of PENNSAID(R) (diclofenac sodium topical solution) 2% w/w Patent Litigation With Teligent, Inc.",INW
05/11/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of Additional Notice of Allowance With Claims Covering KRYSTEXXA(R) (pegloticase),INW
05/09/16,Horizon Pharma plc Announces First-Quarter 2016 Financial Results,INW
05/06/16,Deadline Alert: Law Offices of Howard G. Smith Reminds Investors of the Upcoming May 9 Deadline in the Securities Class Action Against Horizon Pharma plc and Encourages Investors to Contact the Firm,BW
05/06/16,"SHAREHOLDER ALERT: Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses In Excess Of $100,000 Investing In Horizon Pharma plc To Contact The Firm Before Lead Plaintiff Deadline",NEWS_ACW
05/06/16,"UPCOMING DEADLINE: Levi & Korsinsky, LLP Notifies Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",PRN
05/05/16,Horizon Pharma plc Completes Target Enrollment of 90 Patients for Phase 3 Trial of ACTIMMUNE(R) (interferon gamma-1b) for the Treatment of People With Friedreich's Ataxia,INW
05/04/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of Three Additional Notices of Allowance With Claims Covering PENNSAID(R) (diclofenac sodium topical solution) 2% w/w,INW
05/03/16,Horizon Pharma Plc(HZNP-US) Schedules Bank of America Merrill Lynch Health Care Conference for 11-May-2016 7:20 PM ET,FCSTEV
05/03/16,Horizon Pharma Plc(HZNP-US) Schedules UBS Global Health Care Conference for 25-May-2016 11:00 AM ET,FCSTEV
05/03/16,GPM Reminds Investors of the May 9 Deadline in the Class Action Lawsuit Against Horizon Pharma plc and Encourages Investors to Contact the Firm,BW
05/03/16,"DEADLINE ALERT - Bronstein, Gewirtz & Grossman, LLC Reminds Investors of Class Action Against Horizon Pharma, plc. (HZNP) and Lead Plaintiff Deadline: May 9, 2016",NEWS_ACW
05/03/16,Horizon Pharma plc to Present at Two Investor Conferences in May,INW
04/29/16,SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Horizon Pharma plc of Class Action Lawsuit and Upcoming Deadline - HZNP,PMZ
04/28/16,"INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",PMZ
04/25/16,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016",BW
04/25/16,Horizon Pharma plc Announces Settlement of PENNSAID(R) (diclofenac sodium topical solution) 2% w/w Patent Litigation With Amneal Pharmaceuticals LLC,INW
04/22/16,HZNP INVESTORS ALERT: Lieff Cabraser Reminds Investors of Deadline in Class Action Against Horizon Pharma PLC,BW
04/18/16,Horizon Pharma Plc(HZNP-US) Schedules Q1 2016 Earnings Release for 9-May-2016 Before Market Open ET,FCSTEV
04/18/16,Horizon Pharma Plc(HZNP-US) Schedules Q1 2016 Earnings Call for 9-May-2016 8:00 AM ET,FCSTEV
04/18/16,"Horizon Pharma plc to Host First-Quarter 2016 Conference Call and Webcast on May 9, 2016",INW
04/15/16,"INVESTOR ALERT: The Law Offices of Vincent Wong Notifies Investors of Class Action Involving Horizon Pharma plc and a Lead Plaintiff Deadline of May 9, 2016",BW
04/06/16,"INVESTOR ALERT: The Law Offices of Vincent Wong Notifies Investors of Class Action Involving Horizon Pharma plc and a Lead Plaintiff Deadline of May 9, 2016",BW
04/06/16,"INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",BW
04/04/16,The Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of Horizon Pharma plc Investors and Encourages Investors to Contact the Firm,BW
04/04/16,"Horizon Pharma plc Named to Crain's Chicago Business First Ever 2016 ""Best Places To Work for Women Over 35"" List",INW
04/01/16,SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Horizon Pharma plc of Class Action Lawsuit and Upcoming Deadline - HZNP  ,NEWS_ACW
03/31/16,Law Offices of Marc S. Henzel Commences Investigation of Companies for Violations of the Federal Securities Laws,PRN
03/28/16,HZNP INVESTORS ALERT: Lieff Cabraser Announces Securities Class Action Against Horizon Pharma PLC,BW
03/28/16,"INVESTOR ALERT: The Law Offices of Vincent Wong Remind Investors of Class Action Involving Horizon Pharma plc and a Lead Plaintiff Deadline of May 9, 2016",BW
03/24/16,STOCK ALERT: Rosen Law Firm Reminds Horizon Pharma plc Investors of Important Deadline in Class Action - HZNP,BW
03/24/16,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Reminds Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",PMZ
03/22/16,Horizon Pharma Plc(HZNP-US) Schedules Annual General Meeting for 3-May-2016 10:00 AM ET,FCSTEV
03/21/16,Horizon Pharma plc Receives Health Canada Approval for RAVICTI(R) (glycerol phenylbutyrate) Oral Liquid for the Treatment of Urea Cycle Disorders in Patients Two Years of Age and Older,INW
03/18/16,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",NEWS_ACW
03/17/16,"Glancy, Prongay & Murray Announces the Filing of a Securities Class Action on Behalf of Horizon Pharma plc Investors and Encourages Investors to Contact the Firm",BW
03/17/16,SHAREHOLDER REMINDER: Goldberg Law PC Announces Securities Class Action Lawsuit against Horizon Pharma plc and Encourages Investors with Losses to Contact the Firm,BW
03/16/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering RAVICTI(R) (glycerol phenylbutyrate) Oral Liquid,INW
03/15/16,IMPORTANT INVESTOR ALERT: Goldberg Law PC Announces Securities Class Action Lawsuit Against Horizon Pharma plc And Encourages Investors With Losses To Contact the Firm,BW
03/14/16,Robbins Arroyo LLP: Horizon Pharma plc (HZNP) Misled Shareholders According to a Recently Filed Class Action,BW
03/14/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering VIMOVO(R) (naproxen/esomeprazole) Delayed Release Tablets,INW
03/10/16,EQUITY ALERT: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against Horizon Pharma plc - HZNP,BW
03/09/16,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Shareholders of Horizon Pharma plc of Class Action Lawsuit and a Lead Plaintiff Deadline of May 9, 2016 - HZNP",PMZ
03/02/16,Horizon Pharma plc Announces the U.S. Patent and Trademark Office Issuance of an Additional Notice of Allowance With Claims Covering PENNSAID(R) (diclofenac sodium topical solution) 2% w/w,INW
03/01/16,Glancy Prongay & Murray Commences Investigation on Behalf of Horizon Pharma plc Investors,BW
03/01/16,Horizon Pharma plc to Participate in Cowen and Company 36th Annual Health Care Conference,INW
02/29/16,"Covered Call Alerts For Fitbit, Relypsa, General Electric, Horizon Pharma and Rockwell Medical Released By InvestorsObserver",PRN
02/29/16,"Horizon Pharma plc Recognizes Rare Disease Community on the ""Rarest Day of the Year""",INW
02/29/16,Horizon Pharma plc Announces Record Fourth-Quarter and Full-Year 2015 Financial Results and Confirms Full-Year 2016 Sales and Adjusted EBITDA Guidance,INW
02/22/16,Horizon Pharma plc Announces That Health Canada Determines RAVICTI(R) (Glycerol Phenylbutyrate) Oral Liquid Is Eligible for Data Protection,INW
02/17/16,Horizon Pharma Plc(HZNP-US) Schedules Cowen and Company Health Care Conference for 7-March-2016 2:00 PM ET,FCSTEV
02/10/16,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces the Commencement of an Investigation Involving Possible Securities Fraud Violations by Horizon Pharma plc and Certain Officers and Directors",BW
02/08/16,Nuvo Research¬ and Horizon Pharma plc Extend Term of Manufacturing Agreement,PRN
02/05/16,"Covered Call Alerts For First Solar, Alibaba, Rite Aid, Buffalo Wild Wings and Horizon Pharma Released By InvestorsObserver",PRN
01/29/16,Horizon Pharma Plc(HZNP-US) Schedules Q4 2015 Earnings Release for 29-February-2016 Before Market Open ET,FCSTEV
01/29/16,Horizon Pharma Plc(HZNP-US) Schedules Q4 2015 Earnings Call for 29-February-2016 8:00 AM ET,FCSTEV
01/29/16,"Horizon Pharma plc to Host Fourth Quarter 2015 Conference Call and Webcast on February 29, 2016",INW
01/28/16,Horizon Pharma Plc(HZNP-US) Schedules BIO CEO & Investor Conference for 8-February-2016 2:30 PM ET,FCSTEV
01/28/16,Horizon Pharma Plc(HZNP-US) Schedules Leerink Partners Global Health Care Conference for 10-February-2016 9:15 AM ET,FCSTEV
01/28/16,"Horizon Pharma Plc(HZNP-US) Schedules Canaccord Genuity Rare Disease, BioPharma One-on-One Day for 2-February-2016",FCSTEV
01/28/16,Horizon Pharma plc to Participate in Three Investor Conferences in February,INW
01/14/16,Horizon Pharma plc Completes Acquisition of Crealta Holdings LLC,INW
